Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_Latinx,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_Latinx,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
2020-09-13,SC,131864,48735,34741,0,1228,0,0,0,8675,38485,10556,66498,54810,3064,1465,1072,0,22,0,0,0,80,425,99,2221,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,SD,16638,9566,1198,1459,769,2064,0,0,1582,0,1459,15179,0,184,114,2,6,5,42,0,0,15,0,6,178,0,1165,596,62,80,35,325,0,0,67,0,80,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,TN,171824,89903,32340,0,1541,229,132,0,22157,25522,23983,111084,36757,2078,1350,589,0,20,4,2,0,96,17,134,1931,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,TX,659434,14529,8143,19961,771,0,0,0,225,615805,19961,23668,615805,14190,4281,1620,7929,275,0,0,0,78,7,7929,6254,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,UT,57875,25686,1268,20133,1341,1126,2364,0,6607,6053,20133,31689,6053,433,224,7,97,23,34,23,0,35,22,97,314,22,3326,1482,80,1156,92,148,273,0,389,67,1156,2103,67,738509,407966,8548,86140,10235,8604,9994,0,49855,157167,86140,465391,157167
2020-09-13,VA,133814,36441,26553,32448,3977,163,0,894,3197,30141,32448,71225,30141,2724,1459,702,283,136,5,0,2,43,94,283,2347,94,10244,3277,2986,2930,484,10,0,47,220,290,2930,7024,290,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,VI,1220,0,0,0,0,0,0,0,0,1220,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,VT,1684,1398,174,0,64,2,0,0,37,9,59,1620,5,58,55,0,0,2,0,0,0,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,WA,79826,21221,3279,23269,2710,910,1402,1459,1142,24434,23269,32123,24434,1991,1325,66,283,149,53,32,22,40,21,283,1687,21,7081,2378,301,1531,344,102,182,89,112,2042,1531,3508,2042,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,WI,94679,63283,10669,0,2402,964,0,0,8283,9078,18074,63533,13072,1218,898,231,0,32,14,0,0,24,19,144,1051,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,WV,12699,10090,823,0,0,0,2,0,1784,0,0,0,0,266,58,3,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,WY,4346,2269,40,588,29,470,14,0,217,854,588,3039,854,42,17,1,2,0,15,0,0,0,7,2,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,AK,6790,1549,230,0,158,989,235,203,208,3218,376,2349,4065,42,18,0,0,3,14,5,0,0,2,1,39,2,245,71,7,0,13,65,42,4,7,36,13,176,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,AL,134417,40524,31613,0,490,0,0,0,8200,53600,7232,58838,68346,2285,1166,861,0,7,0,0,0,48,203,64,1834,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,AR,66406,37400,14737,0,856,209,2374,0,5529,5301,13805,52601,0,928,594,212,0,11,3,46,0,60,2,74,852,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,AZ,206541,48295,6181,62364,1938,12105,0,0,6170,69488,62364,74689,69488,5251,1845,163,1595,60,554,0,0,85,599,1595,3057,599,21593,7662,1008,8000,282,1945,0,0,782,1914,8000,11679,1914,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,CA,739527,84646,21434,303310,27335,1247,2778,4846,55456,238475,303310,197742,238475,13841,4019,1049,6583,1587,41,59,90,154,259,6583,6999,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,CO,59920,22212,2792,22817,1192,335,239,808,491,9035,22817,28069,9034,1882,1179,119,436,59,13,5,25,8,34,436,1408,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,CT,53871,18987,7152,10450,783,53,0,195,351,15900,10450,27521,15900,4474,3269,661,397,48,2,0,35,21,41,397,4036,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,DC,14387,3102,7411,0,221,37,38,0,3508,70,3724,9409,1254,615,66,458,77,8,0,0,0,6,0,77,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,DE,18308,6526,4833,4373,246,0,0,0,856,1474,4373,12461,1474,609,392,158,46,1,0,0,0,12,0,46,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253970,113791,45473,19309,5099,0,0,0,17532,52766,19309,181895,52766
2020-09-09,FL,652148,157142,95741,186410,0,0,0,0,42077,170778,186410,250886,214852,12269,5771,2263,3042,0,0,0,0,505,688,3042,7867,1360,40985,15822,9316,12078,0,0,0,0,2090,1679,12078,25824,3083,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,GA,287287,81379,73115,36632,4219,166,308,0,7899,83569,36632,138247,112408,6128,2965,2586,376,107,5,9,0,18,62,376,5668,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,GU,1758,239,0,0,423,0,783,0,166,147,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,HI,10123,664,72,0,1494,0,1830,0,182,5881,0,0,0,91,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,IA,70230,47981,4172,0,2781,695,695,0,1390,12516,10430,47285,11821,1198,979,43,0,25,5,12,0,5,127,68,990,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,ID,34310,16518,337,0,244,480,92,1161,3633,11845,6180,12044,16085,406,387,4,0,2,4,0,0,5,4,48,355,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,IL,255618,70474,36611,67865,5902,329,479,0,9322,64636,67865,123117,64636,8433,3809,2168,1657,372,12,9,0,53,353,1657,6423,134,0,0,0,0,0,0,0,0,0,0,0,0,0,4526739,1398435,386064,319723,121145,3676,4953,0,155588,2137155,319723,1914273,2137155
2020-09-09,IN,101485,53601,10374,0,1156,0,0,0,15116,21238,9207,37549,54729,3397,2079,434,0,17,0,0,0,420,447,69,1625,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,1158018,727422,94112,0,13851,0,0,0,146121,176512,41070,488178,628770
2020-09-09,KS,47410,31093,3497,0,1295,357,0,0,2703,8465,12797,23551,11062,495,350,78,0,13,4,0,0,28,22,70,393,32,2470,1715,320,0,67,22,0,0,218,128,660,1616,194,441414,243678,20526,0,7544,2112,0,0,25459,142095,35360,224940,181114
2020-09-09,KY,53977,29485,4427,0,516,140,55,2123,0,17231,4112,30271,19594,1013,776,119,0,11,0,0,20,0,87,32,858,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,LA,155890,58538,57063,0,7584,405,184,0,13959,18157,0,0,155890,5140,2554,2324,0,34,4,6,0,29,189,133,4713,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MA,123143,38566,11819,27385,2672,0,0,0,7549,35152,27385,60606,35152,9146,6901,747,639,229,0,0,0,574,56,639,8451,56,12387,6174,1465,1804,391,0,0,0,995,1558,1804,9025,1558,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MD,113575,27231,36495,25397,2176,0,0,0,5249,17027,25397,71151,17027,3816,1622,1558,438,142,0,0,0,40,16,438,3362,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,ME,4734,3067,946,0,111,9,2,20,140,439,192,3805,737,134,119,4,0,0,0,0,0,0,11,0,112,22,429,343,43,0,12,0,0,0,7,24,11,358,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MI,119863,55719,26138,0,2235,511,0,8068,7659,19533,8687,72758,38418,6887,3702,2658,0,85,20,0,100,131,191,131,5569,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MN,81868,36872,15659,13737,4526,655,125,1052,1400,7842,13737,60289,7842,1921,1443,182,86,87,35,2,11,7,68,86,1767,68,6792,2923,1498,0,554,137,9,92,74,514,991,5287,514,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MO,96475,27978,11577,0,0,0,0,1930,2894,52096,7225,53900,35347,1673,941,475,0,0,0,0,18,61,178,58,1388,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MP,58,0,0,0,0,0,0,0,0,58,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MS,87805,29844,35135,2599,299,1253,0,0,5476,13199,2599,53417,31789,2623,1188,1220,36,6,84,0,0,38,51,36,2221,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,MT,8468,4210,45,0,28,1322,0,0,78,2785,302,5210,2956,122,65,0,0,0,33,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,NC,179532,79184,32669,0,2649,2178,273,0,21765,40814,42480,76301,60751,2958,1674,869,0,35,38,4,0,194,144,271,2369,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,ND,14110,7481,1064,0,239,805,0,240,31,4250,0,0,14110,129,0,0,0,0,0,0,0,0,129,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,NE,36917,23200,2200,0,1500,370,57,0,1900,7690,11300,16600,9017,421,319,29,0,18,11,0,0,12,32,87,273,61,2108,1500,193,0,112,51,7,0,115,130,707,1200,201,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,NH,7494,4869,361,917,199,0,0,0,255,893,917,5684,893,433,397,9,12,4,0,0,0,2,9,12,412,9,718,531,32,70,22,0,0,0,14,49,70,599,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,NJ,194990,46034,20558,37627,6321,0,0,0,14185,70265,37627,87098,70265,16009,8527,2836,3159,867,0,0,0,293,327,3159,12523,327,22854,9167,4294,6008,1161,0,0,0,835,1389,6008,15457,1389,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,NM,26268,3764,464,11718,168,8248,0,0,0,1906,11718,12644,1906,813,173,7,159,2,404,0,0,0,68,159,586,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,NV,72258,14523,4372,22262,3896,266,0,0,6478,20461,22262,29535,20461,1412,462,107,206,110,8,0,0,10,509,206,697,509,0,0,0,0,0,0,0,0,0,0,0,0,0,624152,140087,30082,33424,17620,3281,0,0,65380,334278,33424,256450,334278
2020-09-09,NY,441154,0,0,0,0,0,0,0,0,441154,0,0,0,28603,8767,6437,6771,1712,0,0,0,1841,3075,6771,18757,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,OH,132965,71981,28571,0,3334,172,185,3969,9060,15693,8248,94598,30119,4324,3352,800,0,44,3,1,57,27,40,95,4157,72,14083,8146,4200,0,316,18,31,427,543,402,829,12120,1134,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,OK,65929,36772,4581,0,2390,6342,0,0,2603,13241,11620,35897,18412,863,629,51,0,21,81,0,0,28,53,59,685,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,OR,28471,11468,978,0,818,704,538,524,9987,3454,11446,13641,3384,494,319,12,0,19,10,7,8,49,70,64,338,92,2215,1187,93,0,87,69,78,27,531,143,624,1407,184,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,PA,141290,51166,19002,0,2199,0,0,0,2805,66118,11809,35104,94377,7805,5590,1619,0,165,0,0,0,368,63,459,7283,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,PR,35507,0,0,0,0,0,0,0,0,35507,0,0,0,500,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,RI,22676,6326,2126,7807,342,70,0,143,288,5574,7807,9295,5574,1062,701,54,102,12,1,0,0,0,192,102,768,192,2604,957,253,731,26,5,0,5,34,593,731,1280,593,299014,59629,8184,23188,2448,524,199,107,7963,196772,23188,79054,196772
2020-09-09,SC,126213,46307,33991,0,1164,0,0,0,8412,36339,10320,63768,52125,2942,1402,1033,0,20,0,0,0,79,408,97,2127,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,SD,15571,8741,1194,1436,765,1954,0,0,1481,0,1436,14135,0,173,106,2,5,5,40,0,0,15,0,5,168,0,1109,551,60,80,35,317,0,0,66,0,80,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,TN,166587,86311,31637,0,1485,222,124,0,21848,24960,23623,107106,35858,1931,1234,560,0,18,4,2,0,93,20,129,1775,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,TX,645791,14081,7903,19548,757,0,0,0,219,603283,19548,22960,603283,13692,4134,1561,7646,267,0,0,0,77,7,7646,6039,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,UT,55673,24347,1246,19712,1292,1095,2318,0,6452,5754,19712,30207,5754,427,219,7,97,23,34,23,0,35,21,97,309,21,3263,1447,80,1136,91,147,269,0,383,67,1136,2060,67,724394,397722,8373,84497,9958,8485,9828,0,48703,156828,84497,453797,156828
2020-09-09,VA,129289,34552,25734,31823,3829,156,0,838,3142,29215,31823,68251,29215,2697,1441,697,281,135,5,0,2,43,93,281,2323,93,10008,3192,2896,2894,477,10,0,40,217,282,2894,6832,282,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,VI,1197,0,0,0,0,0,0,0,0,1197,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,VT,1656,1371,174,0,64,2,0,0,36,9,58,1593,5,58,55,0,0,2,0,0,0,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,WA,78009,20520,3191,22890,2635,924,1455,1417,1131,23846,22890,31273,23846,1978,1314,65,282,146,52,32,22,40,25,282,1671,25,6966,2359,299,1510,346,104,182,88,113,1965,1510,3491,1965,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,WI,88590,58582,10535,0,2288,890,0,0,7775,8520,17603,58836,12151,1191,871,230,0,31,14,0,0,24,21,140,1023,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,WV,11808,9461,797,0,0,0,2,0,1548,0,0,0,0,252,58,3,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,WY,4151,2164,38,559,28,464,14,0,204,810,559,2912,810,42,17,1,2,0,15,0,0,0,7,2,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,AK,6656,1522,227,0,155,947,234,192,201,3178,372,2309,3975,42,18,0,0,3,14,5,0,0,2,1,39,2,237,70,7,0,12,61,42,3,7,35,13,172,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,AL,132314,39844,31327,0,483,0,0,0,7852,52817,7176,58039,67098,2276,1159,859,0,7,0,0,0,48,203,64,1827,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,AR,65377,36475,14439,0,850,203,2372,0,5781,5257,13686,51691,0,894,557,205,0,11,3,46,0,52,20,71,803,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,AZ,205766,47941,6169,62127,1914,12056,0,0,6113,69446,62127,74193,69446,5221,1845,162,1585,59,549,0,0,85,604,1585,3032,604,21527,7652,1006,7979,280,1937,0,0,778,1895,7979,11653,1895,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,CA,732144,83259,21102,297838,26887,1230,2748,4732,55302,239046,297838,195260,239046,13709,3954,1038,6488,1572,39,59,87,159,313,6488,6908,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,CO,59274,21777,2768,22541,1179,331,231,800,486,9163,22541,27572,9161,1866,1169,120,431,58,13,5,25,7,34,431,1397,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,CT,53365,18744,7081,10354,776,52,0,193,347,15818,10354,27193,15818,4468,3266,659,396,48,2,0,35,21,41,396,4031,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,DC,14279,3074,7343,0,218,36,38,0,3492,78,3705,9310,1264,611,64,456,77,8,0,0,0,6,0,77,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,DE,18043,6394,4769,4331,242,0,0,0,845,1462,4331,12250,1462,609,377,157,46,1,0,0,0,9,19,46,544,19,0,0,0,0,0,0,0,0,0,0,0,0,0,250783,112224,45055,19117,5022,0,0,0,17337,52028,19117,179638,52028
2020-09-06,FL,646431,154341,94828,184231,0,0,0,0,41330,171701,184231,246567,215633,12001,5665,2207,2960,0,0,0,0,494,675,2960,7711,1330,40487,15585,9196,11994,0,0,0,0,2051,1661,11994,25447,3046,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,GA,283199,79282,72187,36233,4105,166,299,0,7736,83191,36233,135644,111322,6037,2920,2558,367,106,5,9,0,16,56,367,5595,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,GU,1671,232,0,0,359,0,677,0,156,247,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,HI,9855,664,72,0,1494,0,1830,0,182,5613,0,0,0,85,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,IA,69040,47168,4101,0,2734,683,683,0,1367,12304,10254,46484,12304,1166,952,41,0,24,5,12,0,5,123,68,961,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,ID,33667,16202,336,0,241,420,92,1150,3555,11671,6058,11770,15838,385,363,4,0,2,2,0,0,5,9,46,331,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,IL,251508,68823,36348,67136,5833,328,476,0,9172,63392,67136,120980,63392,8390,3780,2163,1648,372,12,9,0,53,353,1648,6389,134,0,0,0,0,0,0,0,0,0,0,0,0,0,4420300,1359995,378090,313335,113800,3569,4821,0,150957,2095733,313335,1869447,2095733
2020-09-06,IN,99804,51960,10230,0,1146,0,0,0,14780,21688,9114,36827,53863,3364,2048,432,0,17,0,0,0,417,450,68,1608,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,1138868,703840,91479,0,13378,0,0,0,138968,191203,12668,507547,618653
2020-09-06,KS,45220,29589,3376,0,1268,328,0,0,2558,8101,12512,22203,10505,481,342,75,0,13,4,0,0,26,21,69,381,31,2415,1669,319,0,66,19,0,0,218,124,653,1573,189,427205,235310,19863,0,7253,2010,0,0,24545,138224,34404,216891,175910
2020-09-06,KY,52774,28511,4323,0,516,135,53,1988,0,17248,4027,29563,19184,996,760,117,0,11,0,0,21,0,87,30,844,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,LA,153764,55881,55541,0,7340,389,178,0,13585,20850,0,0,153764,5093,2481,2282,0,32,4,6,0,25,263,130,4583,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MA,122562,38347,11750,27135,2648,0,0,0,7486,35196,27135,60231,35196,9125,6887,746,637,229,0,0,0,572,54,637,8434,54,12350,6152,1462,1790,390,0,0,0,993,1563,1790,8997,1563,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MD,112119,26702,36059,25235,2147,0,0,0,5184,16792,25235,70092,16792,3799,1617,1553,435,142,0,0,0,40,12,435,3352,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,ME,4682,3012,942,0,110,9,2,22,139,446,191,3749,742,134,119,4,0,0,0,0,0,0,11,0,112,22,424,343,43,0,12,0,0,0,7,19,11,358,55,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MI,117191,53958,25918,0,2185,504,0,7913,7363,19350,8497,71164,37530,6806,3649,2619,0,86,20,0,105,131,196,130,5488,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MN,80587,35928,15496,13597,4464,653,125,1036,1373,7915,13597,59075,7915,1909,1435,181,86,86,35,2,11,7,66,86,1757,66,6719,2923,1498,0,554,137,9,92,74,441,991,5287,441,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MO,93434,28030,12146,0,0,0,0,1869,2803,48586,7091,52285,34056,1658,938,474,0,0,0,0,18,61,167,59,1376,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MP,58,0,0,0,0,0,0,0,0,58,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MS,86888,29259,34791,2561,291,1251,0,0,5413,13322,2561,52658,31669,2584,1161,1200,36,6,84,0,0,38,59,36,2190,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,MT,8264,4128,44,0,28,1308,0,0,77,2679,295,5110,2859,117,54,0,0,0,25,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,NC,176901,77710,32140,0,2589,2140,275,0,21460,40587,42060,74816,60025,2890,1634,845,0,35,37,4,0,192,143,270,2309,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,ND,13631,7151,1046,0,231,794,0,234,30,4145,0,0,13631,125,0,0,0,0,0,0,0,0,125,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,NE,35886,22000,2100,0,1500,355,54,0,1800,8077,11100,15500,9286,404,313,29,0,18,10,0,0,12,22,87,267,50,2068,1500,190,0,112,51,6,0,114,95,698,1100,270,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,NH,7447,4830,361,911,197,0,0,0,255,893,911,5643,893,433,397,9,12,4,0,0,0,2,9,12,412,9,718,531,32,70,22,0,0,0,14,49,70,599,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,NJ,194058,45715,20486,37458,6266,0,0,0,14038,70095,37458,86505,70095,15989,8527,2836,3159,867,0,0,0,293,307,3159,12523,307,22796,9138,4289,5994,1160,0,0,0,827,1388,5994,15414,1388,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,NM,26107,3730,464,11615,164,8228,0,0,0,1906,11615,12586,1906,803,173,7,159,2,404,0,0,0,58,159,586,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,NV,71610,14304,4293,21808,3813,263,0,0,6527,20602,21808,29200,20602,1389,458,107,204,109,8,0,0,10,493,204,692,493,0,0,0,0,0,0,0,0,0,0,0,0,0,618850,138633,29743,32864,17420,3263,0,0,65024,331903,32864,254083,331903
2020-09-06,NY,439501,0,0,0,0,0,0,0,0,439501,0,0,0,28579,8759,6433,6761,1710,0,0,0,1841,3075,6761,18743,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
